record_id,timestamp,txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type
tx-rec-000481,2026-03-01T13:07:25+00:00,tx_norm_000481,"[""bc1q7qtl40nqcd5n9vfd9psfthdk9adqrvprgq67ec""]","[""bc1qf98xgvk2zuzxv6h7e2ez9tgfyzkq5aylkr2ljv"", ""bc1qcuy2s3h7uuu4s8sgr2gsjzhpacn2xj9n7wv74n""]",[1.650741],"[0.728163, 0.922458]",0.00012,P2SH
tx-rec-000482,2026-03-01T13:08:11+00:00,tx_norm_000482,"[""bc1q84rhek99gzaxh4vgwg3pvcd3kwvqxntj475t0k""]","[""bc1qqc4dhlpfruavtj05p7s6a9uqas2u4vrvrk8tta"", ""bc1qnt3sga272xjzk9s7dsvc4dwrwezhhxjtr3mukc""]",[0.828373],"[0.189391, 0.638862]",0.00012,P2WPKH
tx-rec-000483,2026-03-01T13:08:50+00:00,tx_norm_000483,"[""bc1q6y36mp84w8mmfljx7q8epacs3gzz379xwwd6uq""]","[""bc1q7qtl40nqcd5n9vfd9psfthdk9adqrvprgq67ec""]",[3.178761],[3.178641],0.00012,P2SH
tx-rec-000484,2026-03-01T13:09:27+00:00,tx_norm_000484,"[""bc1qqdg9h7kxq5ml8pjn2fq4s0kxfxwh7ycnx3lkrx""]","[""bc1qarmcwzcwd7yxe8r5rl6dn2w9k2zpn0qfekh5qn""]",[2.693479],[2.693359],0.00012,P2PKH
tx-rec-000485,2026-03-01T13:10:01+00:00,tx_norm_000485,"[""bc1qvm8x5g990twp6gdlnf9v7eh8llzazp9lpr2mhw""]","[""bc1qee9f8sxtpartfv6anm9m702k649qr85hcatzgt""]",[0.857046],[0.856926],0.00012,P2SH
tx-rec-000486,2026-03-01T13:10:37+00:00,tx_norm_000486,"[""bc1qr5f4hfy2dgyv4pkzde74vgpnm0t85l3s77vc5w""]","[""bc1qdjp9z0egr8gt50uz5udnnl9u03wg5wuc2g6lue"", ""bc1q3p65c898syar0nq24aejwqa4xam855rmfkhkp7""]",[2.855981],"[2.467419, 0.388442]",0.00012,P2PKH
tx-rec-000487,2026-03-01T13:11:00+00:00,tx_norm_000487,"[""bc1qn098rpw3f07j07nk8lt0tqc5yc34vmtrkzekum""]","[""bc1qcuy2s3h7uuu4s8sgr2gsjzhpacn2xj9n7wv74n""]",[0.929409],[0.929289],0.00012,P2WPKH
tx-rec-000488,2026-03-01T13:11:16+00:00,tx_norm_000488,"[""bc1q3p65c898syar0nq24aejwqa4xam855rmfkhkp7""]","[""bc1q7qtl40nqcd5n9vfd9psfthdk9adqrvprgq67ec""]",[0.88321],[0.88309],0.00012,P2TR
tx-rec-000489,2026-03-01T13:11:23+00:00,tx_norm_000489,"[""bc1qulyzp92shnx6lnh3dcpvcqayukgcczejzpkf7d""]","[""bc1q0gma8qqgpxtnpxfknxu36arla4qqyjh32fc93y""]",[2.30732],[2.3072],0.00012,P2WPKH
tx-rec-000490,2026-03-01T13:11:55+00:00,tx_norm_000490,"[""bc1qcqshn6n09s6shs3mneye27d0cu7pn8qd5el6ua""]","[""bc1q45u3lfy89ctqrc937sl56gfky7a946puq2uc38""]",[2.735733],[2.735613],0.00012,P2WPKH
tx-rec-000491,2026-03-01T13:12:13+00:00,tx_norm_000491,"[""bc1qdkx904vy7ln6sdphrwean56tcnlv368ca9n9gv""]","[""bc1qfn77ursvuj6aj5vw07uu8gxq9ujn40dm6vld6w"", ""bc1qapp9m5u4r444779j7qa2h7xc0pxup53jr498za""]",[2.951794],"[2.837356, 0.114318]",0.00012,P2TR
tx-rec-000492,2026-03-01T13:12:42+00:00,tx_norm_000492,"[""bc1qt6gfp8gargkathudyzgaejyut59nvk4vvas9w5""]","[""bc1qsdeljr33auxdy9m7xl9f43aytywulqylssyggl""]",[3.469756],[3.469636],0.00012,P2TR
tx-rec-000493,2026-03-01T13:13:03+00:00,tx_norm_000493,"[""bc1qszz4p9ux2z8vtduv6ltqx0qyll7zwhah388j0x""]","[""bc1qvlq28a3849ndd79xnm6r6eznkpus82c97ywcne""]",[2.414155],[2.414035],0.00012,P2TR
tx-rec-000494,2026-03-01T13:13:16+00:00,tx_norm_000494,"[""bc1qrqae6lyvnp9f0ss0xnm09taynfed9gpue4jpud""]","[""bc1qapp9m5u4r444779j7qa2h7xc0pxup53jr498za""]",[0.862457],[0.862337],0.00012,P2PKH
tx-rec-000495,2026-03-01T13:13:31+00:00,tx_norm_000495,"[""bc1qee9f8sxtpartfv6anm9m702k649qr85hcatzgt""]","[""bc1qalldcf088rfu5rwgdak6muv5k9w330j0lelxkk"", ""bc1qdtkm3azrjsu3zngpdwsn6yfx2456cqdywv9nk5""]",[2.217857],"[1.883424, 0.334313]",0.00012,P2WPKH
tx-rec-000496,2026-03-01T13:14:19+00:00,tx_norm_000496,"[""bc1q6ed0puz5x4f29cqpsllzpcjq4p8dpeukz2n6vv""]","[""bc1qarmcwzcwd7yxe8r5rl6dn2w9k2zpn0qfekh5qn""]",[1.536216],[1.536096],0.00012,P2WPKH
tx-rec-000497,2026-03-01T13:15:18+00:00,tx_norm_000497,"[""bc1q7lamglhs7ws80f8duwy0pvr4j8h2zq3xwjqdz3""]","[""bc1qwgtnch524wcqj68ggj6dafcmtn34parpxvcl5d"", ""bc1qkqq6y035xf3832ezmjqmyung7pta2mj862806z""]",[1.762111],"[0.422152, 1.339839]",0.00012,P2SH
tx-rec-000498,2026-03-01T13:15:28+00:00,tx_norm_000498,"[""bc1qd94lr8j2v8he5xvkxrfcfr93djw6tzy3gavck0""]","[""bc1q043nzp8cyj0u83pu3xhdw9ypxh7rv778m54xpp"", ""bc1qgj48cl883n8wv38p75xlhtt74ffgrpz4ecv87g""]",[2.676344],"[1.919684, 0.75654]",0.00012,P2PKH
tx-rec-000499,2026-03-01T13:15:40+00:00,tx_norm_000499,"[""bc1qdpsvrymdl7p84vdsltvzumn0xu96qac0vle5n0""]","[""bc1qgj48cl883n8wv38p75xlhtt74ffgrpz4ecv87g"", ""bc1q9enf0pknmslq3x4ta3sgephk5etky5pxtrdykk""]",[4.279433],"[3.208249, 1.071064]",0.00012,P2PKH
tx-rec-000500,2026-03-01T13:16:00+00:00,tx_norm_000500,"[""bc1quynh6t6rhxkn22vypsfu8q0jdmpmhh0k0j9z0u""]","[""bc1qp63vacy36erkw3mmh0y6w6477qrr9a82lu5dfa""]",[1.431238],[1.431118],0.00012,P2TR
tx-rec-000501,2026-03-01T13:16:43+00:00,tx_norm_000501,"[""bc1qkaxudtg2w7jy6yk03psvf4kqzsnyr5gc32tkl8""]","[""bc1qf98xgvk2zuzxv6h7e2ez9tgfyzkq5aylkr2ljv""]",[2.553881],[2.553761],0.00012,P2SH
tx-rec-000502,2026-03-01T13:17:37+00:00,tx_norm_000502,"[""bc1qr5f4hfy2dgyv4pkzde74vgpnm0t85l3s77vc5w""]","[""bc1qq4s8cuyajq265qr4m7xegtq4fxulsgpy5hj2xu""]",[1.227527],[1.227407],0.00012,P2SH
tx-rec-000503,2026-03-01T13:18:03+00:00,tx_norm_000503,"[""bc1qmsk2hmhzwvhzx98l2thkjep6zqgq07lcm9k8hm""]","[""bc1qu857msn6shssgxlnmvn53ga92jag2u3vvmjgkt""]",[3.549594],[3.549474],0.00012,P2SH
tx-rec-000504,2026-03-01T13:18:49+00:00,tx_norm_000504,"[""bc1qmzn0uapy544k9mq7n9hwv3f90sn9rkf03wwkul""]","[""bc1qx2fssznfzevxeppknd6kjr800apkku8d9xr4tf""]",[1.466352],[1.466232],0.00012,P2PKH
tx-rec-000505,2026-03-01T13:19:08+00:00,tx_norm_000505,"[""bc1qvm8x5g990twp6gdlnf9v7eh8llzazp9lpr2mhw""]","[""bc1qh3wqjwtpm4s6zzt5fzfznu9xx3eec9gvtmjff5""]",[0.752354],[0.752234],0.00012,P2TR
tx-rec-000506,2026-03-01T13:19:14+00:00,tx_norm_000506,"[""bc1qdh7qdv965l8498fe5y5t6hzvjrtakleq2uhngc""]","[""bc1qptx4457ju9edelz8pvnvs3ek206hftlv4j27vw"", ""bc1qz5j0ngrn5fpv34sleyc593kmmsqvpajjra2wyh""]",[0.774826],"[0.271777, 0.502929]",0.00012,P2SH
tx-rec-000507,2026-03-01T13:19:28+00:00,tx_norm_000507,"[""bc1qp3qrv23fgmarr4qq6yjtr65s9ws0t93ql3gdhl""]","[""bc1q84rhek99gzaxh4vgwg3pvcd3kwvqxntj475t0k""]",[0.223182],[0.223062],0.00012,P2TR
tx-rec-000508,2026-03-01T13:20:06+00:00,tx_norm_000508,"[""bc1qz5j0ngrn5fpv34sleyc593kmmsqvpajjra2wyh""]","[""bc1qxg98k9lwe8zj324ntf3ezjzv0rpk9n4fgyw9j6"", ""bc1qakj6y5prmulu02nlnsfnhnayhtpa32gh7mcqrv""]",[3.002105],"[2.383464, 0.618521]",0.00012,P2SH
tx-rec-000509,2026-03-01T13:20:17+00:00,tx_norm_000509,"[""bc1qcqshn6n09s6shs3mneye27d0cu7pn8qd5el6ua""]","[""bc1qdpsvrymdl7p84vdsltvzumn0xu96qac0vle5n0"", ""bc1qmzn0uapy544k9mq7n9hwv3f90sn9rkf03wwkul""]",[1.267],"[0.027692, 1.239188]",0.00012,P2PKH
tx-rec-000510,2026-03-01T13:21:16+00:00,tx_norm_000510,"[""bc1q39nkczjgm4qvnsr7g8cgf4fpd5x3u34rtklkc4""]","[""bc1qkaxudtg2w7jy6yk03psvf4kqzsnyr5gc32tkl8""]",[2.420882],[2.420762],0.00012,P2PKH
tx-rec-000511,2026-03-01T13:21:22+00:00,tx_norm_000511,"[""bc1qfn77ursvuj6aj5vw07uu8gxq9ujn40dm6vld6w""]","[""bc1q7qtl40nqcd5n9vfd9psfthdk9adqrvprgq67ec""]",[3.50719],[3.50707],0.00012,P2TR
tx-rec-000512,2026-03-01T13:21:45+00:00,tx_norm_000512,"[""bc1qcqshn6n09s6shs3mneye27d0cu7pn8qd5el6ua""]","[""bc1qezy2mxy8lx5r8z6w3qnwg983940erzwhek4hvn""]",[1.49224],[1.49212],0.00012,P2SH
tx-rec-000513,2026-03-01T13:22:33+00:00,tx_norm_000513,"[""bc1qcat4vnp6z866ky8e6nf0m7leq7st34v6cg9vjn""]","[""bc1qp63vacy36erkw3mmh0y6w6477qrr9a82lu5dfa""]",[0.966533],[0.966413],0.00012,P2TR
tx-rec-000514,2026-03-01T13:23:08+00:00,tx_norm_000514,"[""bc1qc694t02thmd363mxzn2nqt58ztstg7qd5whgaq""]","[""bc1qee9f8sxtpartfv6anm9m702k649qr85hcatzgt""]",[0.593935],[0.593815],0.00012,P2WPKH
tx-rec-000515,2026-03-01T13:23:27+00:00,tx_norm_000515,"[""bc1q0gma8qqgpxtnpxfknxu36arla4qqyjh32fc93y""]","[""bc1qwm0j85fm8fp3z3jjzkehnz90tdrnsrc2ku6sgq"", ""bc1qx2fssznfzevxeppknd6kjr800apkku8d9xr4tf""]",[3.95354],"[2.454623, 1.498797]",0.00012,P2SH
tx-rec-000516,2026-03-01T13:23:55+00:00,tx_norm_000516,"[""bc1qhjx6lr5emwjezxs9yzg5fqraqvqxn7madpznyj""]","[""bc1qxg98k9lwe8zj324ntf3ezjzv0rpk9n4fgyw9j6"", ""bc1q6y36mp84w8mmfljx7q8epacs3gzz379xwwd6uq""]",[2.409052],"[1.665027, 0.743905]",0.00012,P2SH
tx-rec-000517,2026-03-01T13:24:25+00:00,tx_norm_000517,"[""bc1q38qalhjfrcq99474ks67hrzja47860k9zkq5vh""]","[""bc1qsdeljr33auxdy9m7xl9f43aytywulqylssyggl"", ""bc1qsw0742mq2re87v2jaurcmpca5p8a2ywxnfhzyp""]",[3.103609],"[2.413892, 0.689597]",0.00012,P2TR
tx-rec-000518,2026-03-01T13:24:59+00:00,tx_norm_000518,"[""bc1qq4s8cuyajq265qr4m7xegtq4fxulsgpy5hj2xu""]","[""bc1qh23xwl2xcylsqe368uewcs5zrjz2fucsyes09z""]",[1.711888],[1.711768],0.00012,P2WPKH
tx-rec-000519,2026-03-01T13:25:25+00:00,tx_norm_000519,"[""bc1qdtkm3azrjsu3zngpdwsn6yfx2456cqdywv9nk5""]","[""bc1quw6459ts6pc3dratc9avhvly3wjvea2v57flxg""]",[1.538825],[1.538705],0.00012,P2SH
tx-rec-000520,2026-03-01T13:25:45+00:00,tx_norm_000520,"[""bc1q0v5596p00t8c62rjrhsj4jy2tvjgy2hephx33m""]","[""bc1qv3h8z28ne8gtgvg4hn4fk03mmaj7pyd28gkmhp"", ""bc1qdlyf60rpyq3643wk0es395nwa8an5u0pvchzk9""]",[1.860411],"[0.739261, 1.12103]",0.00012,P2WPKH
tx-rec-000521,2026-03-01T13:26:19+00:00,tx_norm_000521,"[""bc1qp3qrv23fgmarr4qq6yjtr65s9ws0t93ql3gdhl""]","[""bc1qdh7qdv965l8498fe5y5t6hzvjrtakleq2uhngc""]",[2.94261],[2.94249],0.00012,P2WPKH
tx-rec-000522,2026-03-01T13:26:37+00:00,tx_norm_000522,"[""bc1q8sv3gq3l2kjl5cj47l3jtgjg2gtreurl2d3zx3""]","[""bc1q0gma8qqgpxtnpxfknxu36arla4qqyjh32fc93y""]",[1.813164],[1.813044],0.00012,P2TR
tx-rec-000523,2026-03-01T13:27:01+00:00,tx_norm_000523,"[""bc1qee9f8sxtpartfv6anm9m702k649qr85hcatzgt""]","[""bc1q7qtl40nqcd5n9vfd9psfthdk9adqrvprgq67ec""]",[3.679913],[3.679793],0.00012,P2TR
tx-rec-000524,2026-03-01T13:27:09+00:00,tx_norm_000524,"[""bc1qrzytdt0kgppluy480wkx83uxaf5yah4w5gpryf""]","[""bc1q39nkczjgm4qvnsr7g8cgf4fpd5x3u34rtklkc4""]",[1.303512],[1.303392],0.00012,P2TR
tx-rec-000525,2026-03-01T13:27:47+00:00,tx_norm_000525,"[""bc1quynh6t6rhxkn22vypsfu8q0jdmpmhh0k0j9z0u""]","[""bc1qvm8x5g990twp6gdlnf9v7eh8llzazp9lpr2mhw"", ""bc1q0v5596p00t8c62rjrhsj4jy2tvjgy2hephx33m""]",[4.27208],"[3.631601, 0.640359]",0.00012,P2SH
tx-rec-000526,2026-03-01T13:28:09+00:00,tx_norm_000526,"[""bc1qqc4dhlpfruavtj05p7s6a9uqas2u4vrvrk8tta""]","[""bc1qcqshn6n09s6shs3mneye27d0cu7pn8qd5el6ua"", ""bc1qx2fssznfzevxeppknd6kjr800apkku8d9xr4tf""]",[3.076352],"[2.171135, 0.905097]",0.00012,P2SH
tx-rec-000527,2026-03-01T13:28:23+00:00,tx_norm_000527,"[""bc1qsw0742mq2re87v2jaurcmpca5p8a2ywxnfhzyp""]","[""bc1q84rhek99gzaxh4vgwg3pvcd3kwvqxntj475t0k""]",[1.806809],[1.806689],0.00012,P2SH
tx-rec-000528,2026-03-01T13:29:16+00:00,tx_norm_000528,"[""bc1qh4lupjq9dm3x7hw3t2kyfdqu923ayy4rk7j8n6""]","[""bc1qcat4vnp6z866ky8e6nf0m7leq7st34v6cg9vjn""]",[1.220965],[1.220845],0.00012,P2PKH
tx-rec-000529,2026-03-01T13:30:04+00:00,tx_norm_000529,"[""bc1qsjn93a9ck58qq3fkf7fwlqvse0dsvyfrkm88f0""]","[""bc1qalldcf088rfu5rwgdak6muv5k9w330j0lelxkk"", ""bc1qh4lupjq9dm3x7hw3t2kyfdqu923ayy4rk7j8n6""]",[1.563575],"[0.256306, 1.307149]",0.00012,P2PKH
tx-rec-000530,2026-03-01T13:30:30+00:00,tx_norm_000530,"[""bc1q043nzp8cyj0u83pu3xhdw9ypxh7rv778m54xpp""]","[""bc1qv3fn7qh8n0ss4f6yj28vgtpzmywmrjukwrh98n""]",[1.209735],[1.209615],0.00012,P2SH
tx-rec-000531,2026-03-01T13:31:22+00:00,tx_norm_000531,"[""bc1qulyzp92shnx6lnh3dcpvcqayukgcczejzpkf7d""]","[""bc1q39nkczjgm4qvnsr7g8cgf4fpd5x3u34rtklkc4"", ""bc1qh3wqjwtpm4s6zzt5fzfznu9xx3eec9gvtmjff5""]",[2.560639],"[1.187575, 1.372944]",0.00012,P2TR
tx-rec-000532,2026-03-01T13:31:57+00:00,tx_norm_000532,"[""bc1qz5dkcg984aem8v6clcshjha0yjy7d2hwnhkvfw""]","[""bc1q6ed0puz5x4f29cqpsllzpcjq4p8dpeukz2n6vv""]",[0.678833],[0.678713],0.00012,P2SH
tx-rec-000533,2026-03-01T13:32:11+00:00,tx_norm_000533,"[""bc1qsns7kxgq4zm86kk3zxg4uhqj9uz8kexjwv9tfx""]","[""bc1qy4zh8m7xksekd9jh4zhuxdfl859xlf5ceuhnp9""]",[0.460524],[0.460404],0.00012,P2TR
tx-rec-000534,2026-03-01T13:32:26+00:00,tx_norm_000534,"[""bc1qd94lr8j2v8he5xvkxrfcfr93djw6tzy3gavck0""]","[""bc1qp3qrv23fgmarr4qq6yjtr65s9ws0t93ql3gdhl""]",[2.422404],[2.422284],0.00012,P2WPKH
tx-rec-000535,2026-03-01T13:33:15+00:00,tx_norm_000535,"[""bc1qsdeljr33auxdy9m7xl9f43aytywulqylssyggl""]","[""bc1qcuy2s3h7uuu4s8sgr2gsjzhpacn2xj9n7wv74n"", ""bc1q0gma8qqgpxtnpxfknxu36arla4qqyjh32fc93y""]",[2.336883],"[0.963904, 1.372859]",0.00012,P2PKH
tx-rec-000536,2026-03-01T13:34:08+00:00,tx_norm_000536,"[""bc1qf98xgvk2zuzxv6h7e2ez9tgfyzkq5aylkr2ljv""]","[""bc1q0gma8qqgpxtnpxfknxu36arla4qqyjh32fc93y""]",[3.389611],[3.389491],0.00012,P2TR
tx-rec-000537,2026-03-01T13:34:23+00:00,tx_norm_000537,"[""bc1qkaxudtg2w7jy6yk03psvf4kqzsnyr5gc32tkl8""]","[""bc1qxg98k9lwe8zj324ntf3ezjzv0rpk9n4fgyw9j6""]",[2.258964],[2.258844],0.00012,P2WPKH
tx-rec-000538,2026-03-01T13:34:56+00:00,tx_norm_000538,"[""bc1qdjp9z0egr8gt50uz5udnnl9u03wg5wuc2g6lue""]","[""bc1q45u3lfy89ctqrc937sl56gfky7a946puq2uc38""]",[0.70427],[0.70415],0.00012,P2TR
tx-rec-000539,2026-03-01T13:35:43+00:00,tx_norm_000539,"[""bc1q7lamglhs7ws80f8duwy0pvr4j8h2zq3xwjqdz3""]","[""bc1qrsdel7k3js9zp4zetcys7jj25chgmjcm6zracu""]",[3.410267],[3.410147],0.00012,P2WPKH
tx-rec-000540,2026-03-01T13:35:52+00:00,tx_norm_000540,"[""bc1qn5hzcqnvvvecqsv23nxzrf4nvgqw2tad5jlt63""]","[""bc1qvlhg62yhue3n25laz4smt8jggvzammry77p663""]",[2.40452],[2.4044],0.00012,P2SH
tx-rec-000541,2026-03-01T13:36:04+00:00,tx_norm_000541,"[""bc1qh4lupjq9dm3x7hw3t2kyfdqu923ayy4rk7j8n6""]","[""bc1qalldcf088rfu5rwgdak6muv5k9w330j0lelxkk"", ""bc1qh3wqjwtpm4s6zzt5fzfznu9xx3eec9gvtmjff5""]",[4.246891],"[3.697793, 0.548978]",0.00012,P2PKH
tx-rec-000542,2026-03-01T13:36:31+00:00,tx_norm_000542,"[""bc1q75qxvc0lxsvvydye4a56ytyn6yqxt8l6aq5ryy""]","[""bc1qcqjuu9k6ndnujexjdvhhmj563n76dq48trhh76""]",[1.907433],[1.907313],0.00012,P2TR
tx-rec-000543,2026-03-01T13:36:46+00:00,tx_norm_000543,"[""bc1q57cpjc6xcdsrnqm78k8zaa7qcdxt94pezuytaa""]","[""bc1q043nzp8cyj0u83pu3xhdw9ypxh7rv778m54xpp""]",[0.976812],[0.976692],0.00012,P2PKH
tx-rec-000544,2026-03-01T13:37:22+00:00,tx_norm_000544,"[""bc1q84rhek99gzaxh4vgwg3pvcd3kwvqxntj475t0k""]","[""bc1qcuy2s3h7uuu4s8sgr2gsjzhpacn2xj9n7wv74n""]",[0.646781],[0.646661],0.00012,P2WPKH
tx-rec-000545,2026-03-01T13:37:43+00:00,tx_norm_000545,"[""bc1qh23xwl2xcylsqe368uewcs5zrjz2fucsyes09z""]","[""bc1quynh6t6rhxkn22vypsfu8q0jdmpmhh0k0j9z0u"", ""bc1q9enf0pknmslq3x4ta3sgephk5etky5pxtrdykk""]",[2.322247],"[1.302756, 1.019371]",0.00012,P2PKH
tx-rec-000546,2026-03-01T13:38:09+00:00,tx_norm_000546,"[""bc1qp3qrv23fgmarr4qq6yjtr65s9ws0t93ql3gdhl""]","[""bc1qgj48cl883n8wv38p75xlhtt74ffgrpz4ecv87g""]",[0.507469],[0.507349],0.00012,P2PKH
tx-rec-000547,2026-03-01T13:39:01+00:00,tx_norm_000547,"[""bc1q45u3lfy89ctqrc937sl56gfky7a946puq2uc38""]","[""bc1qxg98k9lwe8zj324ntf3ezjzv0rpk9n4fgyw9j6"", ""bc1q3spdn2zpesyf09jjllgesljd04fy4y5ag7hhgq""]",[1.801066],"[1.168922, 0.632024]",0.00012,P2PKH
tx-rec-000548,2026-03-01T13:39:50+00:00,tx_norm_000548,"[""bc1quw6459ts6pc3dratc9avhvly3wjvea2v57flxg""]","[""bc1qyqemyaetupurpjnfdd67yh853v4suw2cs5e6us""]",[2.684532],[2.684412],0.00012,P2TR
tx-rec-000549,2026-03-01T13:40:21+00:00,tx_norm_000549,"[""bc1qg462atcr4s2vp6dgmw3u6ey9evtnt4q2y6fltp""]","[""bc1qz5dkcg984aem8v6clcshjha0yjy7d2hwnhkvfw""]",[0.513968],[0.513848],0.00012,P2WPKH
tx-rec-000550,2026-03-01T13:41:01+00:00,tx_norm_000550,"[""bc1qatmdnmprpunwnaglr3ar65kzjxu9uhtrc4y5yv""]","[""bc1qmmldvmuqam354a6qjf5e6nqnzkh5cg2d05uyjh"", ""bc1qhdyfpp3mtq35qnrc40ad956gkf0d3mceae3wwz""]",[2.474317],"[1.08791, 1.386287]",0.00012,P2PKH
tx-rec-000551,2026-03-01T13:41:57+00:00,tx_norm_000551,"[""bc1qnma43znv9qwa5swttmpprnz9fe2ql7r8ktxpjv""]","[""bc1qc694t02thmd363mxzn2nqt58ztstg7qd5whgaq""]",[1.230191],[1.230071],0.00012,P2PKH
tx-rec-000552,2026-03-01T13:42:03+00:00,tx_norm_000552,"[""bc1qcqjuu9k6ndnujexjdvhhmj563n76dq48trhh76""]","[""bc1q38qalhjfrcq99474ks67hrzja47860k9zkq5vh"", ""bc1q07cvy9nezky4z6y94frcmjel9q0xkrrpd3pccv""]",[3.453011],"[3.104941, 0.34795]",0.00012,P2PKH
tx-rec-000553,2026-03-01T13:42:17+00:00,tx_norm_000553,"[""bc1q45u3lfy89ctqrc937sl56gfky7a946puq2uc38""]","[""bc1qcqjuu9k6ndnujexjdvhhmj563n76dq48trhh76"", ""bc1q07cvy9nezky4z6y94frcmjel9q0xkrrpd3pccv""]",[1.029678],"[0.916055, 0.113503]",0.00012,P2PKH
tx-rec-000554,2026-03-01T13:43:09+00:00,tx_norm_000554,"[""bc1qcqjuu9k6ndnujexjdvhhmj563n76dq48trhh76""]","[""bc1qz5dkcg984aem8v6clcshjha0yjy7d2hwnhkvfw""]",[3.350884],[3.350764],0.00012,P2SH
tx-rec-000555,2026-03-01T13:43:51+00:00,tx_norm_000555,"[""bc1qpm706a3vaehp3k6wdg9g892sp3dkzlkuufkvhw""]","[""bc1qdkx904vy7ln6sdphrwean56tcnlv368ca9n9gv""]",[3.731347],[3.731227],0.00012,P2WPKH
tx-rec-000556,2026-03-01T13:44:46+00:00,tx_norm_000556,"[""bc1qnma43znv9qwa5swttmpprnz9fe2ql7r8ktxpjv""]","[""bc1qcpe6g5m0el0n5g2e7csesu930kzdnsnsy7055p"", ""bc1q0gma8qqgpxtnpxfknxu36arla4qqyjh32fc93y""]",[2.739763],"[2.360313, 0.37933]",0.00012,P2PKH
tx-rec-000557,2026-03-01T13:45:02+00:00,tx_norm_000557,"[""bc1qv3fn7qh8n0ss4f6yj28vgtpzmywmrjukwrh98n""]","[""bc1qv3h8z28ne8gtgvg4hn4fk03mmaj7pyd28gkmhp"", ""bc1qcqjuu9k6ndnujexjdvhhmj563n76dq48trhh76""]",[4.723063],"[3.663102, 1.059841]",0.00012,P2SH
tx-rec-000558,2026-03-01T13:45:10+00:00,tx_norm_000558,"[""bc1q6ed0puz5x4f29cqpsllzpcjq4p8dpeukz2n6vv""]","[""bc1qraafea5fypwmak0aflngg7hwt63jncusp8708h""]",[1.492754],[1.492634],0.00012,P2SH
tx-rec-000559,2026-03-01T13:45:45+00:00,tx_norm_000559,"[""bc1qu02l6n2l296yml0rpa3gzv6umtu6p9rcgl8e47""]","[""bc1qrzytdt0kgppluy480wkx83uxaf5yah4w5gpryf""]",[2.728294],[2.728174],0.00012,P2SH
tx-rec-000560,2026-03-01T13:46:20+00:00,tx_norm_000560,"[""bc1qfy8gd02j8zd0xunt5auq5qg039ukrj4aa2ftg4""]","[""bc1qhjx6lr5emwjezxs9yzg5fqraqvqxn7madpznyj""]",[2.604953],[2.604833],0.00012,P2PKH
tx-rec-000561,2026-03-01T13:46:53+00:00,tx_norm_000561,"[""bc1qvm8x5g990twp6gdlnf9v7eh8llzazp9lpr2mhw""]","[""bc1qldqn65772d9kcqa9vzp4ytxzv5v8qusphl9fgn"", ""bc1qr5f4hfy2dgyv4pkzde74vgpnm0t85l3s77vc5w""]",[0.497961],"[0.029275, 0.468566]",0.00012,P2SH
tx-rec-000562,2026-03-01T13:47:42+00:00,tx_norm_000562,"[""bc1qqfry9tkhfr9vu3w8gme0v67tcwq90y3rhsqnht""]","[""bc1qg462atcr4s2vp6dgmw3u6ey9evtnt4q2y6fltp"", ""bc1qmsk2hmhzwvhzx98l2thkjep6zqgq07lcm9k8hm""]",[3.483696],"[2.933608, 0.549968]",0.00012,P2SH
tx-rec-000563,2026-03-01T13:47:57+00:00,tx_norm_000563,"[""bc1q8sv3gq3l2kjl5cj47l3jtgjg2gtreurl2d3zx3""]","[""bc1qlsyxl4akdfehm295mq2wc8rxw0ua9hq4v5zgu9"", ""bc1qtcf5eshvaqtxkyk587nxv3r79pmv7srkhvcy0x""]",[4.029011],"[3.219575, 0.809316]",0.00012,P2WPKH
tx-rec-000564,2026-03-01T13:48:15+00:00,tx_norm_000564,"[""bc1qy4zh8m7xksekd9jh4zhuxdfl859xlf5ceuhnp9""]","[""bc1qu857msn6shssgxlnmvn53ga92jag2u3vvmjgkt""]",[3.175202],[3.175082],0.00012,P2PKH
tx-rec-000565,2026-03-01T13:49:01+00:00,tx_norm_000565,"[""bc1qdlyf60rpyq3643wk0es395nwa8an5u0pvchzk9""]","[""bc1qcqshn6n09s6shs3mneye27d0cu7pn8qd5el6ua""]",[0.972784],[0.972664],0.00012,P2PKH
tx-rec-000566,2026-03-01T13:49:09+00:00,tx_norm_000566,"[""bc1q55awtvw784swfm5xvztw0rcxtvt9t4vv8ugat8""]","[""bc1qpfuh30sa9k6grsk44sudu2rkz4usazgdugzs8t""]",[1.328658],[1.328538],0.00012,P2TR
tx-rec-000567,2026-03-01T13:49:19+00:00,tx_norm_000567,"[""bc1quw6459ts6pc3dratc9avhvly3wjvea2v57flxg""]","[""bc1qkaxudtg2w7jy6yk03psvf4kqzsnyr5gc32tkl8""]",[3.46039],[3.46027],0.00012,P2PKH
tx-rec-000568,2026-03-01T13:49:44+00:00,tx_norm_000568,"[""bc1q0p6769w2m8afk2957wjnttztdkhxje6c8ws2zj""]","[""bc1q9enf0pknmslq3x4ta3sgephk5etky5pxtrdykk""]",[3.528422],[3.528302],0.00012,P2PKH
