record_id,timestamp,txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,src_ip,dst_ip,src_port,dst_port,geo_country,asn
tx-rec-000165,2026-01-01T12:53:47+00:00,tx_norm_000165,"[""bc1qkqaudpzltrq0hytslrl6nmu5p2y40c5qfsxvr2""]","[""bc1qakj6y5prmulu02nlnsfnhnayhtpa32gh7mcqrv""]",[1.601466],[1.601366],0.0001,P2WPKH,66.149.19.12,74.175.194.153,46870,8333,US,AS15169
tx-rec-000166,2026-01-01T12:54:23+00:00,tx_norm_000166,"[""bc1qrsdel7k3js9zp4zetcys7jj25chgmjcm6zracu""]","[""bc1qgj48cl883n8wv38p75xlhtt74ffgrpz4ecv87g""]",[0.882798],[0.882698],0.0001,P2WPKH,180.224.139.35,74.175.194.153,52646,8333,US,AS15169
tx-rec-000167,2026-01-01T12:55:24+00:00,tx_norm_000167,"[""bc1q57cpjc6xcdsrnqm78k8zaa7qcdxt94pezuytaa""]","[""bc1qr5f4hfy2dgyv4pkzde74vgpnm0t85l3s77vc5w""]",[2.4231640000000003],[2.423064],0.0001,P2WPKH,119.89.180.17,89.186.6.102,57892,8333,US,AS15169
tx-rec-000168,2026-01-01T12:56:17+00:00,tx_norm_000168,"[""bc1q6y36mp84w8mmfljx7q8epacs3gzz379xwwd6uq""]","[""bc1qqjut3v20xvllqf40ctmux3v8ljeacc6j4jwdru""]",[1.974038],[1.973938],0.0001,P2WPKH,178.221.90.31,108.115.223.235,45329,8333,US,AS15169
tx-rec-000169,2026-01-01T12:57:19+00:00,tx_norm_000169,"[""bc1qgj48cl883n8wv38p75xlhtt74ffgrpz4ecv87g""]","[""bc1qxg98k9lwe8zj324ntf3ezjzv0rpk9n4fgyw9j6""]",[0.744422],[0.744322],0.0001,P2WPKH,39.16.213.141,103.20.235.145,45574,8333,US,AS15169
tx-rec-000170,2026-01-01T12:59:17+00:00,tx_norm_000170,"[""bc1qatmdnmprpunwnaglr3ar65kzjxu9uhtrc4y5yv""]","[""bc1qraafea5fypwmak0aflngg7hwt63jncusp8708h""]",[1.832743],[1.832643],0.0001,P2WPKH,103.20.235.145,154.119.173.207,55818,8333,US,AS15169
tx-rec-000171,2026-01-01T13:00:52+00:00,tx_norm_000171,"[""bc1qvlq28a3849ndd79xnm6r6eznkpus82c97ywcne""]","[""bc1q39nkczjgm4qvnsr7g8cgf4fpd5x3u34rtklkc4""]",[2.3567810000000002],[2.356681],0.0001,P2WPKH,76.210.1.191,49.43.84.219,43318,8333,US,AS15169
tx-rec-000172,2026-01-01T13:01:39+00:00,tx_norm_000172,"[""bc1qcpe6g5m0el0n5g2e7csesu930kzdnsnsy7055p""]","[""bc1qsjn93a9ck58qq3fkf7fwlqvse0dsvyfrkm88f0""]",[1.029207],[1.029107],0.0001,P2WPKH,180.224.139.35,28.253.240.121,49224,8333,US,AS15169
tx-rec-000173,2026-01-01T13:02:22+00:00,tx_norm_000173,"[""bc1qqfry9tkhfr9vu3w8gme0v67tcwq90y3rhsqnht""]","[""bc1q6y36mp84w8mmfljx7q8epacs3gzz379xwwd6uq""]",[0.13369199999999998],[0.133592],0.0001,P2WPKH,119.89.180.17,140.52.147.138,51823,8333,US,AS15169
tx-rec-000174,2026-01-01T13:02:27+00:00,tx_norm_000174,"[""bc1q0v5596p00t8c62rjrhsj4jy2tvjgy2hephx33m""]","[""bc1qf98xgvk2zuzxv6h7e2ez9tgfyzkq5aylkr2ljv""]",[0.743528],[0.743428],0.0001,P2WPKH,45.197.165.251,119.89.180.17,43178,8333,US,AS15169
tx-rec-000175,2026-01-01T13:02:35+00:00,tx_norm_000175,"[""bc1qcpe6g5m0el0n5g2e7csesu930kzdnsnsy7055p""]","[""bc1qraafea5fypwmak0aflngg7hwt63jncusp8708h""]",[1.599195],[1.599095],0.0001,P2WPKH,119.89.180.17,39.16.213.141,53024,8333,US,AS15169
tx-rec-000176,2026-01-01T13:03:40+00:00,tx_norm_000176,"[""bc1qqjut3v20xvllqf40ctmux3v8ljeacc6j4jwdru""]","[""bc1qz5dkcg984aem8v6clcshjha0yjy7d2hwnhkvfw""]",[0.669961],[0.669861],0.0001,P2WPKH,89.186.6.102,49.43.84.219,52499,8333,US,AS15169
tx-rec-000177,2026-01-01T13:04:32+00:00,tx_norm_000177,"[""bc1qv3fn7qh8n0ss4f6yj28vgtpzmywmrjukwrh98n""]","[""bc1qdpsvrymdl7p84vdsltvzumn0xu96qac0vle5n0""]",[0.121196],[0.121096],0.0001,P2WPKH,34.231.131.115,63.184.150.126,58489,8333,US,AS15169
tx-rec-000178,2026-01-01T13:04:44+00:00,tx_norm_000178,"[""bc1q07cvy9nezky4z6y94frcmjel9q0xkrrpd3pccv""]","[""bc1q3p65c898syar0nq24aejwqa4xam855rmfkhkp7""]",[1.744313],[1.744213],0.0001,P2WPKH,,,,,,
tx-rec-000179,2026-01-01T13:06:14+00:00,tx_norm_000179,"[""bc1qn5hzcqnvvvecqsv23nxzrf4nvgqw2tad5jlt63""]","[""bc1qt6gfp8gargkathudyzgaejyut59nvk4vvas9w5""]",[1.040927],[1.040827],0.0001,P2WPKH,63.184.150.126,19.74.105.47,52684,8333,US,AS15169
tx-rec-000180,2026-01-01T13:08:03+00:00,tx_norm_000180,"[""bc1qwgtnch524wcqj68ggj6dafcmtn34parpxvcl5d""]","[""bc1qr5f4hfy2dgyv4pkzde74vgpnm0t85l3s77vc5w""]",[2.4145130000000004],[2.414413],0.0001,P2WPKH,119.89.180.17,45.197.165.251,55606,8333,US,AS15169
tx-rec-000181,2026-01-01T13:08:46+00:00,tx_norm_000181,"[""bc1qf98xgvk2zuzxv6h7e2ez9tgfyzkq5aylkr2ljv""]","[""bc1qr5f4hfy2dgyv4pkzde74vgpnm0t85l3s77vc5w""]",[2.2580150000000003],[2.257915],0.0001,P2WPKH,149.16.240.229,45.197.165.251,58726,8333,US,AS15169
tx-rec-000182,2026-01-01T13:10:17+00:00,tx_norm_000182,"[""bc1q3pamfqd2vdz9zy3ndtpy5mt23sdelmpydsljen""]","[""bc1q07cvy9nezky4z6y94frcmjel9q0xkrrpd3pccv""]",[0.309602],[0.309502],0.0001,P2WPKH,49.43.84.219,144.114.30.175,46315,8333,US,AS15169
tx-rec-000183,2026-01-01T13:10:38+00:00,tx_norm_000183,"[""bc1qxg98k9lwe8zj324ntf3ezjzv0rpk9n4fgyw9j6""]","[""bc1q39nkczjgm4qvnsr7g8cgf4fpd5x3u34rtklkc4""]",[0.20523799999999998],[0.205138],0.0001,P2WPKH,144.114.30.175,108.115.223.235,59498,8333,US,AS15169
tx-rec-000184,2026-01-01T13:11:16+00:00,tx_norm_000184,"[""bc1qsns7kxgq4zm86kk3zxg4uhqj9uz8kexjwv9tfx""]","[""bc1qqdg9h7kxq5ml8pjn2fq4s0kxfxwh7ycnx3lkrx""]",[2.2863930000000003],[2.286293],0.0001,P2WPKH,,,,,,
tx-rec-000185,2026-01-01T13:12:10+00:00,tx_norm_000185,"[""bc1qt6gfp8gargkathudyzgaejyut59nvk4vvas9w5""]","[""bc1qrzytdt0kgppluy480wkx83uxaf5yah4w5gpryf""]",[1.384715],[1.384615],0.0001,P2WPKH,149.16.240.229,66.149.19.12,59253,8333,US,AS15169
tx-rec-000186,2026-01-01T13:13:21+00:00,tx_norm_000186,"[""bc1qr5f4hfy2dgyv4pkzde74vgpnm0t85l3s77vc5w""]","[""bc1qmzn0uapy544k9mq7n9hwv3f90sn9rkf03wwkul""]",[1.042062],[1.041962],0.0001,P2WPKH,,,,,,
tx-rec-000187,2026-01-01T13:14:41+00:00,tx_norm_000187,"[""bc1qwm0j85fm8fp3z3jjzkehnz90tdrnsrc2ku6sgq""]","[""bc1q3p65c898syar0nq24aejwqa4xam855rmfkhkp7""]",[2.4125310000000004],[2.412431],0.0001,P2WPKH,,,,,,
tx-rec-000188,2026-01-01T13:14:59+00:00,tx_norm_000188,"[""bc1qfy8gd02j8zd0xunt5auq5qg039ukrj4aa2ftg4""]","[""bc1q6y36mp84w8mmfljx7q8epacs3gzz379xwwd6uq""]",[1.966607],[1.966507],0.0001,P2WPKH,154.119.173.207,66.149.19.12,52551,8333,US,AS15169
tx-rec-000189,2026-01-01T13:16:27+00:00,tx_norm_000189,"[""bc1qqjut3v20xvllqf40ctmux3v8ljeacc6j4jwdru""]","[""bc1qwm0j85fm8fp3z3jjzkehnz90tdrnsrc2ku6sgq""]",[1.526416],[1.526316],0.0001,P2WPKH,,,,,,
tx-rec-000190,2026-01-01T13:17:07+00:00,tx_norm_000190,"[""bc1qrzytdt0kgppluy480wkx83uxaf5yah4w5gpryf""]","[""bc1q07cvy9nezky4z6y94frcmjel9q0xkrrpd3pccv""]",[1.549529],[1.549429],0.0001,P2WPKH,89.186.6.102,31.135.115.136,50862,8333,US,AS15169
tx-rec-000191,2026-01-01T13:18:40+00:00,tx_norm_000191,"[""bc1qqfry9tkhfr9vu3w8gme0v67tcwq90y3rhsqnht""]","[""bc1qxvanm5sksj0c0xwua2wy3h3ss5hk9vf7kr7azn""]",[1.867017],[1.866917],0.0001,P2WPKH,154.119.173.207,74.175.194.153,49930,8333,US,AS15169
tx-rec-000192,2026-01-01T13:19:24+00:00,tx_norm_000192,"[""bc1qvlhg62yhue3n25laz4smt8jggvzammry77p663""]","[""bc1qu857msn6shssgxlnmvn53ga92jag2u3vvmjgkt""]",[2.1471050000000003],[2.147005],0.0001,P2WPKH,63.184.150.126,140.52.147.138,54519,8333,US,AS15169
tx-rec-000193,2026-01-01T13:21:08+00:00,tx_norm_000193,"[""bc1qsns7kxgq4zm86kk3zxg4uhqj9uz8kexjwv9tfx""]","[""bc1qvlhg62yhue3n25laz4smt8jggvzammry77p663""]",[1.824811],[1.824711],0.0001,P2WPKH,103.20.235.145,63.184.150.126,46926,8333,US,AS15169
tx-rec-000194,2026-01-01T13:22:58+00:00,tx_norm_000194,"[""bc1qr5f4hfy2dgyv4pkzde74vgpnm0t85l3s77vc5w""]","[""bc1qx6w6xzehxyxw0l4zazkhyvg746g96rtls6vwuj""]",[1.216406],[1.216306],0.0001,P2WPKH,154.119.173.207,31.135.115.136,45209,8333,US,AS15169
tx-rec-000195,2026-01-01T13:23:11+00:00,tx_norm_000195,"[""bc1qulyzp92shnx6lnh3dcpvcqayukgcczejzpkf7d""]","[""bc1q57cpjc6xcdsrnqm78k8zaa7qcdxt94pezuytaa""]",[1.27202],[1.27192],0.0001,P2WPKH,,,,,,
tx-rec-000196,2026-01-01T13:25:04+00:00,tx_norm_000196,"[""bc1qwgtnch524wcqj68ggj6dafcmtn34parpxvcl5d""]","[""bc1qwm0j85fm8fp3z3jjzkehnz90tdrnsrc2ku6sgq""]",[0.082181],[0.082081],0.0001,P2WPKH,144.114.30.175,31.135.115.136,41083,8333,US,AS15169
tx-rec-000197,2026-01-01T13:26:07+00:00,tx_norm_000197,"[""bc1qxvanm5sksj0c0xwua2wy3h3ss5hk9vf7kr7azn""]","[""bc1qatmdnmprpunwnaglr3ar65kzjxu9uhtrc4y5yv""]",[1.764639],[1.764539],0.0001,P2WPKH,66.149.19.12,28.253.240.121,44059,8333,US,AS15169
tx-rec-000198,2026-01-01T13:27:39+00:00,tx_norm_000198,"[""bc1qvlq28a3849ndd79xnm6r6eznkpus82c97ywcne""]","[""bc1q38qalhjfrcq99474ks67hrzja47860k9zkq5vh""]",[0.937542],[0.937442],0.0001,P2WPKH,49.43.84.219,149.16.240.229,58066,8333,US,AS15169
tx-rec-000199,2026-01-01T13:28:28+00:00,tx_norm_000199,"[""bc1qn5hzcqnvvvecqsv23nxzrf4nvgqw2tad5jlt63""]","[""bc1qraafea5fypwmak0aflngg7hwt63jncusp8708h""]",[2.095858],[2.095758],0.0001,P2WPKH,107.97.21.175,103.20.235.145,40899,8333,US,AS15169
tx-rec-000200,2026-01-01T13:28:40+00:00,tx_peel_000,"[""bc1q_peel_e6lyvnp9f0ss0xnm09taynfed9gpue4jpudnma""]","[""bc1q6y36mp84w8mmfljx7q8epacs3gzz379xwwd6uq"", ""bc1q_peel_43znv9qwa5swttmpprnz9fe2ql7r8ktxpjvuw6""]",[10.0],"[0.5, 9.4998]",0.0002,P2WPKH,198.51.100.42,119.89.180.17,50123,8333,NL,AS1103
tx-rec-000201,2026-01-01T13:28:52+00:00,tx_peel_001,"[""bc1q_peel_43znv9qwa5swttmpprnz9fe2ql7r8ktxpjvuw6""]","[""bc1q84rhek99gzaxh4vgwg3pvcd3kwvqxntj475t0k"", ""bc1q_peel_59ts6pc3dratc9avhvly3wjvea2v57flxgcqsh""]",[9.4998],"[0.5, 8.9996]",0.0002,P2WPKH,198.51.100.42,49.43.84.219,50123,8333,NL,AS1103
tx-rec-000202,2026-01-01T13:29:04+00:00,tx_peel_002,"[""bc1q_peel_59ts6pc3dratc9avhvly3wjvea2v57flxgcqsh""]","[""bc1q55awtvw784swfm5xvztw0rcxtvt9t4vv8ugat8"", ""bc1q_peel_c2g7sl6ts5fffh0krywsj00r8wa4ja32ygjjfp""]",[8.9996],"[0.5, 8.4994]",0.0002,P2WPKH,198.51.100.42,117.117.145.15,50123,8333,NL,AS1103
tx-rec-000203,2026-01-01T13:29:16+00:00,tx_peel_003,"[""bc1q_peel_c2g7sl6ts5fffh0krywsj00r8wa4ja32ygjjfp""]","[""bc1q6y36mp84w8mmfljx7q8epacs3gzz379xwwd6uq"", ""bc1q_peel_zhs6xt08z70j4qtensmm24u24g49q7p0f4jmqf""]",[8.4994],"[0.5, 7.9992]",0.0002,P2WPKH,198.51.100.42,149.16.240.229,50123,8333,NL,AS1103
tx-rec-000204,2026-01-01T13:29:28+00:00,tx_peel_004,"[""bc1q_peel_zhs6xt08z70j4qtensmm24u24g49q7p0f4jmqf""]","[""bc1q6y36mp84w8mmfljx7q8epacs3gzz379xwwd6uq"", ""bc1q_peel_r444779j7qa2h7xc0pxup53jr498zag462atcr""]",[7.9992],"[0.5, 7.499]",0.0002,P2WPKH,198.51.100.42,178.221.90.31,50123,8333,NL,AS1103
tx-rec-000205,2026-01-01T13:29:28.400000+00:00,tx_dust_000,"[""bc1q_dust_source_w05ncwy9rdc4eguqhfw65rzv4xhlgmsmvwrwhh""]","[""bc1qwg3n0vjrr8yvjqmfrhpn5uwm0xjhh6scc9jkeu""]",[5.5e-05],[5.46e-05],4e-07,P2WPKH,203.0.113.99,103.20.235.145,49152,8333,RU,AS12389
tx-rec-000206,2026-01-01T13:29:28.800000+00:00,tx_dust_001,"[""bc1q_dust_source_w05ncwy9rdc4eguqhfw65rzv4xhlgmsmvwrwhh""]","[""bc1qgtgvg4hn4fk03mmaj7pyd28gkmhpq4s8cuyajq""]",[5.5e-05],[5.46e-05],4e-07,P2WPKH,203.0.113.99,31.135.115.136,49152,8333,RU,AS12389
tx-rec-000207,2026-01-01T13:29:29.200000+00:00,tx_dust_002,"[""bc1q_dust_source_w05ncwy9rdc4eguqhfw65rzv4xhlgmsmvwrwhh""]","[""bc1qwhurf974v7u7cs2np4wgljy0rkflxsxq6u4pmc""]",[5.5e-05],[5.46e-05],4e-07,P2WPKH,203.0.113.99,89.186.6.102,49152,8333,RU,AS12389
tx-rec-000208,2026-01-01T13:29:29.600000+00:00,tx_dust_003,"[""bc1q_dust_source_w05ncwy9rdc4eguqhfw65rzv4xhlgmsmvwrwhh""]","[""bc1qfmq8ecat5mwjukcrk77qpx5qz6knqsklyqpwkw""]",[5.5e-05],[5.46e-05],4e-07,P2WPKH,203.0.113.99,76.210.1.191,49152,8333,RU,AS12389
tx-rec-000209,2026-01-01T13:29:30+00:00,tx_dust_004,"[""bc1q_dust_source_w05ncwy9rdc4eguqhfw65rzv4xhlgmsmvwrwhh""]","[""bc1qtj05p7s6a9uqas2u4vrvrk8ttapxeyzck09msv""]",[5.5e-05],[5.46e-05],4e-07,P2WPKH,203.0.113.99,63.184.150.126,49152,8333,RU,AS12389
tx-rec-000210,2026-01-01T13:29:30.400000+00:00,tx_dust_005,"[""bc1q_dust_source_w05ncwy9rdc4eguqhfw65rzv4xhlgmsmvwrwhh""]","[""bc1qxqnskmsya6p66jefk5l9cq55c2xmphldtc863j""]",[5.5e-05],[5.46e-05],4e-07,P2WPKH,203.0.113.99,76.210.1.191,49152,8333,RU,AS12389
tx-rec-000211,2026-01-01T13:29:30.800000+00:00,tx_dust_006,"[""bc1q_dust_source_w05ncwy9rdc4eguqhfw65rzv4xhlgmsmvwrwhh""]","[""bc1qkedwpcaymhksn4d8nx82wet49r0jsjjhanc34z""]",[5.5e-05],[5.46e-05],4e-07,P2WPKH,203.0.113.99,178.221.90.31,49152,8333,RU,AS12389
tx-rec-000212,2026-01-01T13:29:31.200000+00:00,tx_dust_007,"[""bc1q_dust_source_w05ncwy9rdc4eguqhfw65rzv4xhlgmsmvwrwhh""]","[""bc1qk03psvf4kqzsnyr5gc32tkl89enf0pknmslq3x""]",[5.5e-05],[5.46e-05],4e-07,P2WPKH,203.0.113.99,39.16.213.141,49152,8333,RU,AS12389
tx-rec-000213,2026-01-01T13:29:31.600000+00:00,tx_dust_008,"[""bc1q_dust_source_w05ncwy9rdc4eguqhfw65rzv4xhlgmsmvwrwhh""]","[""bc1qapmaxeu068rtvanawyvny0v52lek37rr7wv56m""]",[5.5e-05],[5.46e-05],4e-07,P2WPKH,203.0.113.99,34.231.131.115,49152,8333,RU,AS12389
tx-rec-000214,2026-01-01T13:29:32+00:00,tx_dust_009,"[""bc1q_dust_source_w05ncwy9rdc4eguqhfw65rzv4xhlgmsmvwrwhh""]","[""bc1q76tvvxzgka34rhc5n4mwcgmalldcf088rfu5rw""]",[5.5e-05],[5.46e-05],4e-07,P2WPKH,203.0.113.99,66.149.19.12,49152,8333,RU,AS12389
tx-rec-000215,2026-01-01T13:29:32.400000+00:00,tx_dust_010,"[""bc1q_dust_source_w05ncwy9rdc4eguqhfw65rzv4xhlgmsmvwrwhh""]","[""bc1qgsh4n39uw7rnrwvnuls729wkn5ewlv5j3d08yz""]",[5.5e-05],[5.46e-05],4e-07,P2WPKH,203.0.113.99,108.115.223.235,49152,8333,RU,AS12389
tx-rec-000216,2026-01-01T13:29:32.800000+00:00,tx_dust_011,"[""bc1q_dust_source_w05ncwy9rdc4eguqhfw65rzv4xhlgmsmvwrwhh""]","[""bc1q6jg6ypyrhd8h3d27xdhg2zcqjuu9k6ndnujexj""]",[5.5e-05],[5.46e-05],4e-07,P2WPKH,203.0.113.99,154.119.173.207,49152,8333,RU,AS12389
tx-rec-000217,2026-01-01T13:29:33.200000+00:00,tx_dust_012,"[""bc1q_dust_source_w05ncwy9rdc4eguqhfw65rzv4xhlgmsmvwrwhh""]","[""bc1qudtw0wg8j956mupfc4phlnf85l5jw56xjeznwr""]",[5.5e-05],[5.46e-05],4e-07,P2WPKH,203.0.113.99,25.117.34.132,49152,8333,RU,AS12389
tx-rec-000218,2026-01-01T13:29:33.600000+00:00,tx_dust_013,"[""bc1q_dust_source_w05ncwy9rdc4eguqhfw65rzv4xhlgmsmvwrwhh""]","[""bc1qy7mhh8f5lsmj6pxm3e50jxpum6wmwks3pwk0yp""]",[5.5e-05],[5.46e-05],4e-07,P2WPKH,203.0.113.99,76.210.1.191,49152,8333,RU,AS12389
tx-rec-000219,2026-01-01T13:29:34+00:00,tx_dust_014,"[""bc1q_dust_source_w05ncwy9rdc4eguqhfw65rzv4xhlgmsmvwrwhh""]","[""bc1qjd2j8ttelrsq45h8vawf7qtl40nqcd5n9vfd9p""]",[5.5e-05],[5.46e-05],4e-07,P2WPKH,203.0.113.99,178.221.90.31,49152,8333,RU,AS12389
tx-rec-000220,2026-01-01T13:29:34.400000+00:00,tx_dust_015,"[""bc1q_dust_source_w05ncwy9rdc4eguqhfw65rzv4xhlgmsmvwrwhh""]","[""bc1q7kk6khzlse5v48ty4jttmp2entuhm39dmrxena""]",[5.5e-05],[5.46e-05],4e-07,P2WPKH,203.0.113.99,45.197.165.251,49152,8333,RU,AS12389
tx-rec-000221,2026-01-01T13:29:34.800000+00:00,tx_dust_016,"[""bc1q_dust_source_w05ncwy9rdc4eguqhfw65rzv4xhlgmsmvwrwhh""]","[""bc1q2s6h0vxj7tjqmpdnz39epe70qxkrkldu8yge06""]",[5.5e-05],[5.46e-05],4e-07,P2WPKH,203.0.113.99,149.16.240.229,49152,8333,RU,AS12389
tx-rec-000222,2026-01-01T13:29:35.200000+00:00,tx_dust_017,"[""bc1q_dust_source_w05ncwy9rdc4eguqhfw65rzv4xhlgmsmvwrwhh""]","[""bc1q43aytywulqylssyggl043nzp8cyj0u83pu3xhd""]",[5.5e-05],[5.46e-05],4e-07,P2WPKH,203.0.113.99,19.74.105.47,49152,8333,RU,AS12389
tx-rec-000223,2026-01-01T13:29:35.600000+00:00,tx_dust_018,"[""bc1q_dust_source_w05ncwy9rdc4eguqhfw65rzv4xhlgmsmvwrwhh""]","[""bc1q9ypxh7rv778m54xppmsk2hmhzwvhzx98l2thkj""]",[5.5e-05],[5.46e-05],4e-07,P2WPKH,203.0.113.99,89.186.6.102,49152,8333,RU,AS12389
tx-rec-000224,2026-01-01T13:29:36+00:00,tx_dust_019,"[""bc1q_dust_source_w05ncwy9rdc4eguqhfw65rzv4xhlgmsmvwrwhh""]","[""bc1qvsg4jc0pe4dv699yc6ffsdeglzpurtkv7trh0f""]",[5.5e-05],[5.46e-05],4e-07,P2WPKH,203.0.113.99,140.52.147.138,49152,8333,RU,AS12389
tx-rec-000225,2026-01-01T13:29:36.400000+00:00,tx_dust_020,"[""bc1q_dust_source_w05ncwy9rdc4eguqhfw65rzv4xhlgmsmvwrwhh""]","[""bc1qzvjrtakleq2uhngcdkx904vy7ln6sdphrwean5""]",[5.5e-05],[5.46e-05],4e-07,P2WPKH,203.0.113.99,49.43.84.219,49152,8333,RU,AS12389
tx-rec-000226,2026-01-01T13:29:36.800000+00:00,tx_dust_021,"[""bc1q_dust_source_w05ncwy9rdc4eguqhfw65rzv4xhlgmsmvwrwhh""]","[""bc1qnxfmex3ccnqmewsyrjg6v589rr7e4xh2sjz4m3""]",[5.5e-05],[5.46e-05],4e-07,P2WPKH,203.0.113.99,89.186.6.102,49152,8333,RU,AS12389
tx-rec-000227,2026-01-01T13:29:37.200000+00:00,tx_dust_022,"[""bc1q_dust_source_w05ncwy9rdc4eguqhfw65rzv4xhlgmsmvwrwhh""]","[""bc1qa8an5u0pvchzk9gzq6mnnljnadktgd9a0uvdh0""]",[5.5e-05],[5.46e-05],4e-07,P2WPKH,203.0.113.99,119.89.180.17,49152,8333,RU,AS12389
tx-rec-000228,2026-01-01T13:29:37.600000+00:00,tx_dust_023,"[""bc1q_dust_source_w05ncwy9rdc4eguqhfw65rzv4xhlgmsmvwrwhh""]","[""bc1qyh0fa80dfke6ree9f8sxtpartfv6anm9m702k6""]",[5.5e-05],[5.46e-05],4e-07,P2WPKH,203.0.113.99,39.16.213.141,49152,8333,RU,AS12389
tx-rec-000229,2026-01-01T13:29:38+00:00,tx_dust_024,"[""bc1q_dust_source_w05ncwy9rdc4eguqhfw65rzv4xhlgmsmvwrwhh""]","[""bc1qa5g0307fthdq23s59ek6w9e0zqez8z7r4p7eyx""]",[5.5e-05],[5.46e-05],4e-07,P2WPKH,203.0.113.99,49.43.84.219,49152,8333,RU,AS12389
tx-rec-000230,2026-01-01T13:34:38+00:00,tx_dispersal_001,"[""bc1q_dispersal_n2xj9n7wv74nc694t02thmd363mxzn2nqt58zt""]","[""bc1qstg7qd5whgaq76dr9uxk35a9d0ne60vs8rpkej"", ""bc1qhkmcn4j3u5v7h4lupjq9dm3x7hw3t2kyfdqu92"", ""bc1q3ayy4rk7j8n6rf4ndgpw66ec6zgdczcdsfrml7"", ""bc1qsx9ygerzmjzaa8v0uq9kkx52d5dl8t3exrrt6u"", ""bc1qqlxmarl32sdufvv8nm0sea2k5j82regmj8ae53"", ""bc1ql2e3js55khn7mr83scx3pfdcm0azmzg52u7dsv"", ""bc1q42yxvu0q4g07k7j9hr5q0lp26atm2n0e9vpv0v"", ""bc1qn8ez4cvk6jgx08jce6ddn8zjtnwwu0k95wp3ey"", ""bc1qmn885zxck75ktvaqj5zz5xxcky4cwrswffgxwx"", ""bc1q9s46sm9l88pdqhjmqdvh572s09frzs3xzvhcg8"", ""bc1qe2recmrmjwtjgu2zjerkjn2aeaugfm2j5ugr4s"", ""bc1qyq5fg6lq7g9qxtq44gdjetjyeesxlp5v6qfasg"", ""bc1qn457m9gvk0w8lhf3m8kmku25n2vpuax2f6pmqm"", ""bc1qt6glx3ade3fka5q9jjqm4rnzhqxzamcjzd5ljn"", ""bc1qh6mqz00n4vtzfckn07atajc0pcrm06ccpxtnhn"", ""bc1qwkctfruarck7ptwdz90znulemvsqc2fh8gy7a4"", ""bc1qtsxg0hj7xrjs5vuyp5rgqj0xpm3g2jpalawc79"", ""bc1qcg4590mj7dc5qa83mcg5hp42f6mluqmauqpkzs"", ""bc1qg5uxggpqg88vmxeqptwg0hdg6sm54utcntkefm"", ""bc1qkzecultftk8p3xlhlgku6y34usehp3uwwn055k"", ""bc1qel7pclxayfzd30ze5adk2qudvv8qeceekph7ex"", ""bc1qu5zp530rhfz3nfgtmf6jkgd6mlv8jfkdzlq4hq"", ""bc1q5rzzsg3w3hry3nta2cshjhrfyta2xrrl2h62zt"", ""bc1qma3jv959v046l5gt9qhtvc35x5hzs8gn7rdns4"", ""bc1q6earskeqh5v0xgpyp2xnyfxvc94nesrrl7cq6k"", ""bc1qpu044g8a703ypuynq4v5pwlywq9gxnx9fwsc63"", ""bc1qsec2y9ghxm6h5s7nxq43l9gw5nxp9qwljyhfvs"", ""bc1qtk0yuhlxdpeny3ky3gsn62e7qwnd3nr57rlh3k"", ""bc1qakugz22t24tpgpv5lx25nhx2q562atg6lu4ht8"", ""bc1qtftzpczl5utslc45fqkgx24vms0h063nwftsq7""]",[3.0005],"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",0.0005,P2WPKH,192.0.2.77,176.247.108.96,54321,8333,DE,AS24940
